function,ncalls,tottime,cumtime
numeric.py:1482:moveaxis,2,1.0164000000000001e-05,2.7958000000000002e-05
function_base.py:26:linspace,2,3.8624e-05,6.4208e-05
getlimits.py:698:__init__,6,5.167000000000001e-06,5.167000000000001e-06
_index_tricks_impl.py:344:__getitem__,1,1.5706000000000002e-05,2.3917e-05
_stride_tricks_impl.py:340:_broadcast_to,1,1.4291000000000001e-05,1.6583e-05
_function_base_impl.py:1391:diff,6,7.570600000000001e-05,8.1124e-05
_function_base_impl.py:3857:_ureduce,1,3.7920000000000003e-06,0.00063425
_function_base_impl.py:4025:_median,1,9.082e-06,0.00063
_npyio_impl.py:1131:loadtxt,1,8.166000000000001e-06,0.001191542
_npyio_impl.py:874:_read,1,1.9751e-05,0.001182792
_utils_impl.py:645:_median_nancheck,1,4.335e-06,9.667e-06
_datasource.py:101:_load,6,4.709e-06,4.709e-06
_datasource.py:340:_findfile,1,4.292000000000001e-06,7.254100000000001e-05
_datasource.py:413:_sanitize_relative_path,2,6.871000000000001e-06,1.0416e-05
_datasource.py:427:exists,1,1.0000000000000002e-06,1.1875e-05
<frozen posixpath>:72:join,3,7.5840000000000006e-06,1.15e-05
<frozen posixpath>:376:abspath,1,3.791e-06,0.00033125
_local.py:257:_parse_path,1,4.792e-06,1.075e-05
fromnumeric.py:3869:std,15307,0.007493828,0.113149103
fromnumeric.py:2241:clip,3,3.542e-06,4.1292000000000004e-05
_ufunc_config.py:446:__enter__,2,3.5830000000000003e-06,7.333000000000001e-06
_methods.py:75:_count_reduce_items,15310,0.008475982,0.009476678
fromnumeric.py:69:_wrapreduction,6,7.540000000000001e-06,5.6790000000000003e-05
_methods.py:117:_mean,3,0.000215498,0.00024458300000000004
_methods.py:98:_clip,3,2.5251000000000003e-05,3.2084e-05
_methods.py:150:_var,15307,0.054419748000000004,0.09032325100000001
base_flare_detector.py:521:process_data,1,0.000113912,0.14910204200000002
fast_impl.py:6:lombscargle_fast,1,0.000562958,0.005305875000000001
_bsplines.py:1369:make_interp_spline,1,0.003668213,0.004192917
_bsplines.py:473:__call__,1,4.9170000000000005e-06,0.000306958
