function,ncalls,tottime,cumtime
_methods.py:117:_mean,3,1.9916e-05,4.6125e-05
numeric.py:2373:isclose,3,9.500200000000001e-05,0.000164167
numeric.py:1482:moveaxis,2,8.376e-06,2.3916000000000003e-05
function_base.py:26:linspace,2,3.3833e-05,5.9125e-05
_index_tricks_impl.py:344:__getitem__,1,1.542e-05,2.3375000000000002e-05
_function_base_impl.py:3857:_ureduce,1,4.208e-06,7.725000000000001e-05
_function_base_impl.py:4025:_median,1,1.1084000000000001e-05,7.2625e-05
_function_base_impl.py:1391:diff,7,9.400100000000001e-05,9.9375e-05
_npyio_impl.py:1131:loadtxt,1,8.374e-06,0.0007717500000000001
_npyio_impl.py:874:_read,1,1.8418000000000002e-05,0.0007625420000000001
parse.py:469:urlsplit,2,1.1666000000000001e-05,1.7500000000000002e-05
base_flare_detector.py:158:apply_gap_correction,1,6.6711e-05,0.00018066700000000002
base_flare_detector.py:192:detrend_flux,1,0.000153542,0.009070583
base_flare_detector.py:417:flare_energy,1,5.41e-07,6.25e-07
base_flare_detector.py:432:flux_diff,1,4.417e-06,0.001878209
base_flare_detector.py:239:flaredetect,1,3.2665e-05,0.0008895830000000001
base_flare_detector.py:301:flaredetect_check,1,5.916000000000001e-06,7.125e-06
_pocketfft.py:58:_raw_fft,4,0.006334585,0.006336583000000001
core.py:106:__init__,1,4.082e-06,3.4375e-05
core.py:142:_validate_inputs,1,4.126e-06,2.2334e-05
main.py:109:lombscargle,2,1.570446122,1.570693584
_interpolate.py:282:__init__,1,5.0542000000000005e-05,0.001978791
_interpolate.py:559:_check_bounds,1,1.2375000000000001e-05,1.6375e-05
_util.py:410:_asarray_validated,1,4.084e-06,4.4500000000000004e-05
